"","x"
"2499",8
"2500",8
"2501",8
"2502",9
"2503",8
"2504",8
"2505",8
"2506",5
"2507",8
"2508",8
"2509",5
"2510",8
"2511",5
"2512",8
"2513",8
"2514",8
"2515",1
"2516",8
"2517",8
"2518",8
"2519",8
"2520",8
"2521",8
"2522",8
"2523",8
"2524",8
"2525",6
"2526",8
"2527",7
"2528",8
"2529",1
"2530",8
"2531",8
"2532",6
"2533",8
"2534",8
"2535",8
"2536",6
"2537",8
"2538",8
"2539",8
"2540",8
"2541",8
"2542",8
"2543",6
"2544",8
"2545",8
"2546",8
"2547",8
"2548",8
"2549",8
"2550",8
"2551",7
"2552",8
"2553",8
"2554",8
"2555",6
"2556",8
"2557",8
"2558",8
"2559",8
"2560",8
"2561",8
"2562",8
"2563",8
"2564",8
"2565",8
"2566",8
"2567",8
"2568",8
"2569",8
"2570",8
"2571",9
"2572",8
"2573",5
"2574",8
"2575",8
"2576",8
"2577",8
"2578",8
"2579",8
"2580",6
"2581",8
"2582",8
"2583",8
"2584",8
"2585",8
"2586",8
"2587",8
"2588",8
"2589",8
"2590",8
"2591",8
"2592",8
"2593",8
"2594",8
"2595",8
"2596",8
"2597",8
"2598",8
"2599",8
"2600",8
"2601",4
"2602",8
"2603",8
"2604",6
"2605",8
"2606",8
"2607",8
"2608",8
"2609",8
"2610",8
"2611",9
"2612",10
"2613",8
"2614",8
"2615",8
"2616",8
"2617",9
"2618",8
"2619",5
"2620",9
"2621",8
"2622",8
"2623",6
"2624",8
"2625",8
"2626",8
"2627",8
"2628",8
"2629",8
"2630",8
"2631",8
"2632",8
"2633",8
"2634",8
"2635",8
"2636",8
"2637",8
"2638",8
"2639",8
"2640",8
"2641",8
"2642",8
"2643",8
"2644",8
"2645",8
"2646",8
"2647",8
"2648",9
"2649",5
"2650",8
"2651",9
"2652",1
"2653",8
"2654",8
"2655",8
"2656",8
"2657",1
"2658",9
"2659",8
"2660",8
"2661",8
"2662",8
"2663",6
"2664",8
"2665",6
"2666",8
"2667",8
"2668",8
"2669",8
"2670",8
"2671",8
"2672",8
"2673",8
"2674",9
"2675",8
"2676",8
"2677",8
"2678",8
"2679",8
"2680",8
"2681",8
"2682",8
"2683",8
"2684",8
"2685",8
"2686",5
"2687",5
"2688",8
"2689",6
"2690",8
"2691",8
"2692",8
"2693",8
"2694",8
"2695",8
"2696",8
"2697",8
"2698",9
"2699",8
"2700",8
"2701",8
"2702",8
"2703",8
"2704",5
"2705",8
"2706",6
"2707",8
"2708",8
"2709",8
"2710",8
"2711",8
"2712",8
"2713",8
"2714",8
"2715",8
"2716",8
"2717",5
"2718",8
"2719",8
"2720",8
"2721",8
"2722",8
"2723",8
"2724",8
"2725",8
"2726",8
"2727",8
"2728",8
"2729",8
"2730",6
"2731",6
"2732",8
"2733",5
"2734",6
"2735",8
"2736",1
"2737",8
"2738",8
"2739",8
"2740",8
"2741",8
"2742",8
"2743",8
"2744",8
"2745",5
"2746",8
"2747",6
"2748",8
"2749",8
"2750",8
"2751",5
"2752",8
"2753",8
"2754",8
"2755",1
"2756",5
"2757",6
"2758",8
"2759",9
"2760",6
"2761",6
"2762",6
"2763",4
"2764",8
"2765",8
"2766",6
"2767",6
"2768",8
"2769",8
"2770",8
"2771",8
"2772",8
"2773",8
"2774",8
"2775",5
"2776",8
"2777",8
"2778",6
"2779",6
"2780",8
"2781",6
"2782",5
"2783",8
"2784",8
"2785",5
"2786",8
"2787",8
"2788",8
"2789",8
"2790",8
"2791",8
"2792",6
"2793",8
"2794",8
"2795",8
"2796",8
"2797",8
"2798",9
"2799",1
"2800",8
"2801",6
"2802",6
"2803",8
"2804",8
"2805",6
"2806",6
"2807",1
"2808",8
"2809",8
"2810",8
"2811",8
"2812",8
"2813",9
"2814",1
"2815",8
"2816",1
"2817",8
"2818",6
"2819",5
"2820",8
"2821",1
"2822",1
"2823",1
"2824",8
"2825",8
"2826",8
"2827",8
"2828",8
"2829",8
"2830",8
"2831",8
"2832",8
"2833",8
"2834",6
"2835",8
"2836",8
"2837",8
"2838",8
"2839",8
"2840",8
"2841",1
"2842",8
"2843",5
"2844",8
"2845",8
"2846",6
"2847",8
"2848",6
"2849",8
"2850",8
"2851",8
"2852",10
"2853",8
"2854",8
"2855",8
"2856",8
"2857",8
"2858",8
"2859",8
"2860",8
"2861",8
"2862",8
"2863",8
"2864",8
"2865",9
"2866",8
"2867",8
"2868",8
"2869",8
"2870",8
"2871",8
"2872",8
"2873",8
"2874",8
"2875",8
"2876",10
"2877",9
"2878",8
"2879",6
"2880",7
"2881",1
"2882",8
"2883",8
"2884",7
"2885",8
"2886",8
"2887",8
"2888",8
"2889",6
"2890",8
"2891",8
"2892",8
"2893",8
"2894",8
"2895",8
"2896",5
"2897",8
"2898",1
"2899",6
"2900",8
"2901",8
"2902",6
"2903",8
"2904",8
"2905",6
"2906",8
"2907",6
"2908",8
"2909",8
"2910",8
"2911",8
"2912",8
"2913",9
"2914",6
"2915",8
"2916",6
"2917",1
"2918",8
"2919",8
"2920",8
"2921",8
"2922",5
"2923",8
"2924",9
"2925",8
"2926",8
"2927",8
"2928",5
"2929",6
"2930",9
"2931",5
"2932",8
"2933",8
"2934",5
"2935",8
"2936",8
"2937",8
"2938",1
"2939",8
"2940",8
"2941",8
"2942",8
"2943",8
"2944",8
"2945",8
"2946",8
"2947",8
"2948",8
"2949",8
"2950",8
"2951",8
"2952",8
"2953",8
"2954",8
"2955",5
"2956",8
"2957",8
"2958",8
"2959",8
"2960",8
"2961",8
"2962",9
"2963",8
"2964",8
"2965",5
"2966",8
"2967",8
"2968",8
"2969",8
"2970",5
"2971",8
"2972",8
"2973",5
"2974",8
"2975",8
"2976",8
"2977",6
"2978",8
"2979",8
"2980",8
"2981",8
"2982",8
"2983",8
"2984",6
"2985",8
"2986",8
"2987",8
"2988",6
"2989",8
"2990",8
"2991",8
"2992",8
"2993",5
"2994",8
"2995",5
"2996",8
"2997",8
"2998",5
"2999",8
"3000",8
"3001",8
"3002",8
"3003",8
"3004",8
"3005",8
